Date,Open,High,Low,Close,Adj Close,Volume
2004-01-01,115.84832000732422,115.84832000732422,115.84832000732422,115.84832000732422,106.564697265625,0.0
2004-01-02,115.84832000732422,115.84832000732422,115.84832000732422,115.84832000732422,106.564697265625,0.0
2004-01-05,115.84832000732422,115.84832000732422,115.84832000732422,115.84832000732422,106.564697265625,0.0
2004-01-06,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,138111.0
2004-01-07,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-08,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-09,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-12,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-13,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-14,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-15,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-16,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-19,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-20,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-21,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-22,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-23,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-26,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-27,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-28,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-29,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-01-30,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-02,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-03,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-04,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-05,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-06,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-09,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-10,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-11,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-12,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-13,101.36727905273438,101.36727905273438,101.36727905273438,101.36727905273438,93.24411010742188,0.0
2004-02-16,94.12676239013672,112.22805786132812,94.12676239013672,112.22805786132812,103.23455047607422,1381.0
2004-02-17,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-02-18,108.60780334472656,108.60780334472656,108.60780334472656,108.60780334472656,99.9043960571289,34527.0
2004-02-19,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,1381.0
2004-02-20,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-02-23,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-02-24,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-02-25,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-02-26,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,103583.0
2004-02-27,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,13811.0
2004-03-01,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-02,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-03,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-04,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-05,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-08,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-09,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-10,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-11,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-12,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-15,112.22805786132812,112.22805786132812,112.22805786132812,112.22805786132812,103.23455047607422,0.0
2004-03-16,108.60780334472656,108.60780334472656,104.98754119873047,104.98754119873047,96.57426452636719,13811.0
2004-03-17,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-03-18,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-03-19,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-03-22,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-03-23,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-03-24,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-03-25,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-03-26,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-03-29,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-03-30,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-03-31,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-04-01,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-04-02,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-04-05,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-04-06,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,20716.0
2004-04-07,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,96678.0
2004-04-08,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-04-09,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-04-12,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-04-13,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,0.0
2004-04-14,104.98754119873047,104.98754119873047,104.98754119873047,104.98754119873047,96.57426452636719,40052.0
2004-04-15,112.22805786132812,126.70909881591797,112.22805786132812,126.70909881591797,116.55513763427734,309370.0
2004-04-16,130.32936096191406,130.32936096191406,130.32936096191406,130.32936096191406,119.88529205322266,6905.0
2004-04-19,133.94961547851562,133.94961547851562,133.94961547851562,133.94961547851562,123.2154312133789,34527.0
2004-04-20,133.94961547851562,133.94961547851562,133.94961547851562,133.94961547851562,123.2154312133789,0.0
2004-04-21,133.94961547851562,133.94961547851562,133.94961547851562,133.94961547851562,123.2154312133789,0.0
2004-04-22,126.70909881591797,126.70909881591797,126.70909881591797,126.70909881591797,116.55513763427734,1381.0
2004-04-23,115.84832000732422,115.84832000732422,115.84832000732422,115.84832000732422,106.564697265625,13811.0
2004-04-26,115.84832000732422,115.84832000732422,115.84832000732422,115.84832000732422,106.564697265625,0.0
2004-04-27,115.84832000732422,115.84832000732422,115.84832000732422,115.84832000732422,106.564697265625,0.0
2004-04-28,115.84832000732422,115.84832000732422,115.84832000732422,115.84832000732422,106.564697265625,0.0
2004-04-29,115.84832000732422,115.84832000732422,115.84832000732422,115.84832000732422,106.564697265625,0.0
2004-04-30,115.84832000732422,115.84832000732422,115.84832000732422,115.84832000732422,106.564697265625,0.0
2004-05-03,115.84832000732422,115.84832000732422,115.84832000732422,115.84832000732422,106.564697265625,0.0
2004-05-04,108.60780334472656,108.60780334472656,108.60780334472656,108.60780334472656,99.9043960571289,296939.0
2004-05-05,108.60780334472656,108.60780334472656,108.60780334472656,108.60780334472656,99.9043960571289,0.0
2004-05-06,108.60780334472656,108.60780334472656,108.60780334472656,108.60780334472656,99.9043960571289,0.0
